sta,chan,net,loc,lat,lon,depth,on_date,off_date,rate
HYS11,EHZ,OO,,44.57303,-125.1525,-817.5,8/1/14,12/31/99,100
HYS12,EHZ,OO,,44.5732,-125.1439,-788,8/1/14,12/31/99,100
HYS13,EHZ,OO,,44.5674,-125.1442,-789,8/1/14,12/31/99,100
HYS14,BHZ,OO,,44.56912,-125.1479,-784.7,8/1/14,12/31/99,50
HYSB1,BHZ,OO,,44.50978,-125.4053,-2920.5,8/1/14,12/31/99,50
