sta,chan,net,loc,lat,lon,depth,on_date,off_date,rate,desc,inst_id
J26C,HHZ,7D,—,44.6534,-125.4653,-2868,2013/09/07 (250) 02:15:30,2014/06/24 (175) 08:33:42,125,LDEO OBS STANDARD DEEP,1
